Algorithm, Parallel, Delta, Graph Size, Density, Threads, Time
CustomParallelDeltaStepping,1,7,1000,0.3,18,42832
CustomParallelDeltaStepping,1,8,1000,0.3,18,40000
CustomParallelDeltaStepping,1,1,1000,0.3,19,22271.6
CustomParallelDeltaStepping,1,2,1000,0.3,19,23695.5
CustomParallelDeltaStepping,1,3,1000,0.3,19,26239.5
CustomParallelDeltaStepping,1,4,1000,0.3,19,29337.4
CustomParallelDeltaStepping,1,5,1000,0.3,19,32090.5
CustomParallelDeltaStepping,1,6,1000,0.3,19,38957
CustomParallelDeltaStepping,1,7,1000,0.3,19,37543.6
CustomParallelDeltaStepping,1,8,1000,0.3,19,39608
CustomParallelDeltaStepping,1,1,1000,0.3,20,22284.9
CustomParallelDeltaStepping,1,2,1000,0.3,20,23653.9
CustomParallelDeltaStepping,1,3,1000,0.3,20,26401.7
CustomParallelDeltaStepping,1,4,1000,0.3,20,28530.6
CustomParallelDeltaStepping,1,5,1000,0.3,20,35494.6
CustomParallelDeltaStepping,1,6,1000,0.3,20,38976.2
CustomParallelDeltaStepping,1,7,1000,0.3,20,40058.7
CustomParallelDeltaStepping,1,8,1000,0.3,20,46969.7
CustomParallelDeltaStepping,1,1,1000,0.3,21,22622.9
CustomParallelDeltaStepping,1,2,1000,0.3,21,24017.9
CustomParallelDeltaStepping,1,3,1000,0.3,21,26828.2
CustomParallelDeltaStepping,1,4,1000,0.3,21,28504.1
CustomParallelDeltaStepping,1,5,1000,0.3,21,35335.7
CustomParallelDeltaStepping,1,6,1000,0.3,21,39541.9
CustomParallelDeltaStepping,1,7,1000,0.3,21,41558.1
CustomParallelDeltaStepping,1,8,1000,0.3,21,45671.4
CustomParallelDeltaStepping,1,1,1000,0.3,22,23034.4
CustomParallelDeltaStepping,1,2,1000,0.3,22,24679
CustomParallelDeltaStepping,1,3,1000,0.3,22,26835
CustomParallelDeltaStepping,1,4,1000,0.3,22,29006.6
CustomParallelDeltaStepping,1,5,1000,0.3,22,34754
CustomParallelDeltaStepping,1,6,1000,0.3,22,40415.7
CustomParallelDeltaStepping,1,7,1000,0.3,22,40890.1
CustomParallelDeltaStepping,1,8,1000,0.3,22,50059.3
CustomParallelDeltaStepping,1,1,1000,0.3,23,23211.8
CustomParallelDeltaStepping,1,2,1000,0.3,23,24717.9
CustomParallelDeltaStepping,1,3,1000,0.3,23,26762.5
CustomParallelDeltaStepping,1,4,1000,0.3,23,29260.7
CustomParallelDeltaStepping,1,5,1000,0.3,23,36125.6
CustomParallelDeltaStepping,1,6,1000,0.3,23,37532.3
CustomParallelDeltaStepping,1,7,1000,0.3,23,44268.8
CustomParallelDeltaStepping,1,8,1000,0.3,23,38651.4
CustomParallelDeltaStepping,1,1,1000,0.3,24,23449
CustomParallelDeltaStepping,1,2,1000,0.3,24,24699.7
CustomParallelDeltaStepping,1,3,1000,0.3,24,27667
CustomParallelDeltaStepping,1,4,1000,0.3,24,29243.7
CustomParallelDeltaStepping,1,5,1000,0.3,24,36635.1
CustomParallelDeltaStepping,1,6,1000,0.3,24,40984.9
CustomParallelDeltaStepping,1,7,1000,0.3,24,43587.7
CustomParallelDeltaStepping,1,8,1000,0.3,24,40535.8
CustomParallelDeltaStepping,1,1,1000,0.3,25,23464
CustomParallelDeltaStepping,1,2,1000,0.3,25,24997.9
CustomParallelDeltaStepping,1,3,1000,0.3,25,27180.8
CustomParallelDeltaStepping,1,4,1000,0.3,25,28194.4
CustomParallelDeltaStepping,1,5,1000,0.3,25,33210.2
CustomParallelDeltaStepping,1,6,1000,0.3,25,40213.3
CustomParallelDeltaStepping,1,7,1000,0.3,25,39655.9
CustomParallelDeltaStepping,1,8,1000,0.3,25,47633.3
DeltaStepping,0,1,1000,0.4,1,22065.2
