Algorithm, Parallel, Delta, Graph Size, Density, Threads, Time
CustomParallelDeltaStepping,1,5,200,0.1,11,56.975
CustomParallelDeltaStepping,1,6,200,0.1,11,66.597
CustomParallelDeltaStepping,1,7,200,0.1,11,61.966
CustomParallelDeltaStepping,1,8,200,0.1,11,59.293
CustomParallelDeltaStepping,1,1,200,0.1,12,70.082
CustomParallelDeltaStepping,1,2,200,0.1,12,63.599
CustomParallelDeltaStepping,1,3,200,0.1,12,63.516
CustomParallelDeltaStepping,1,4,200,0.1,12,56.736
CustomParallelDeltaStepping,1,5,200,0.1,12,59.043
CustomParallelDeltaStepping,1,6,200,0.1,12,57.912
CustomParallelDeltaStepping,1,7,200,0.1,12,56.529
CustomParallelDeltaStepping,1,8,200,0.1,12,56.138
CustomParallelDeltaStepping,1,1,200,0.1,13,64.017
CustomParallelDeltaStepping,1,2,200,0.1,13,60.062
CustomParallelDeltaStepping,1,3,200,0.1,13,59.894
CustomParallelDeltaStepping,1,4,200,0.1,13,58.066
CustomParallelDeltaStepping,1,5,200,0.1,13,57.123
CustomParallelDeltaStepping,1,6,200,0.1,13,58.627
CustomParallelDeltaStepping,1,7,200,0.1,13,56.696
CustomParallelDeltaStepping,1,8,200,0.1,13,55.875
CustomParallelDeltaStepping,1,1,200,0.1,14,65.603
CustomParallelDeltaStepping,1,2,200,0.1,14,58.568
CustomParallelDeltaStepping,1,3,200,0.1,14,59.374
CustomParallelDeltaStepping,1,4,200,0.1,14,57.509
CustomParallelDeltaStepping,1,5,200,0.1,14,57.664
CustomParallelDeltaStepping,1,6,200,0.1,14,57.386
CustomParallelDeltaStepping,1,7,200,0.1,14,56.246
CustomParallelDeltaStepping,1,8,200,0.1,14,57.665
CustomParallelDeltaStepping,1,1,200,0.1,15,65.3
CustomParallelDeltaStepping,1,2,200,0.1,15,59.653
CustomParallelDeltaStepping,1,3,200,0.1,15,59.696
CustomParallelDeltaStepping,1,4,200,0.1,15,57.777
CustomParallelDeltaStepping,1,5,200,0.1,15,58.408
CustomParallelDeltaStepping,1,6,200,0.1,15,56.981
CustomParallelDeltaStepping,1,7,200,0.1,15,57.978
CustomParallelDeltaStepping,1,8,200,0.1,15,56.523
CustomParallelDeltaStepping,1,1,200,0.1,16,62.436
CustomParallelDeltaStepping,1,2,200,0.1,16,59.751
CustomParallelDeltaStepping,1,3,200,0.1,16,59.706
CustomParallelDeltaStepping,1,4,200,0.1,16,57.448
CustomParallelDeltaStepping,1,5,200,0.1,16,57.362
CustomParallelDeltaStepping,1,6,200,0.1,16,56.751
CustomParallelDeltaStepping,1,7,200,0.1,16,55.485
CustomParallelDeltaStepping,1,8,200,0.1,16,56.947
CustomParallelDeltaStepping,1,1,200,0.1,17,65.694
CustomParallelDeltaStepping,1,2,200,0.1,17,60.278
CustomParallelDeltaStepping,1,3,200,0.1,17,59.777
CustomParallelDeltaStepping,1,4,200,0.1,17,57.995
CustomParallelDeltaStepping,1,5,200,0.1,17,57.754
CustomParallelDeltaStepping,1,6,200,0.1,17,57.779
CustomParallelDeltaStepping,1,7,200,0.1,17,57.94
CustomParallelDeltaStepping,1,8,200,0.1,17,56.959
CustomParallelDeltaStepping,1,1,200,0.1,18,63.615
CustomParallelDeltaStepping,1,2,200,0.1,18,61.84
CustomParallelDeltaStepping,1,3,200,0.1,18,60.202
CustomParallelDeltaStepping,1,4,200,0.1,18,58.782
CustomParallelDeltaStepping,1,5,200,0.1,18,57.827
CustomParallelDeltaStepping,1,6,200,0.1,18,57.278
CustomParallelDeltaStepping,1,7,200,0.1,18,57.327
CustomParallelDeltaStepping,1,8,200,0.1,18,56.775
CustomParallelDeltaStepping,1,1,200,0.1,19,67.471
CustomParallelDeltaStepping,1,2,200,0.1,19,60.71
CustomParallelDeltaStepping,1,3,200,0.1,19,59.271
CustomParallelDeltaStepping,1,4,200,0.1,19,57.499
CustomParallelDeltaStepping,1,5,200,0.1,19,58.351
CustomParallelDeltaStepping,1,6,200,0.1,19,56.77
CustomParallelDeltaStepping,1,7,200,0.1,19,57.283
CustomParallelDeltaStepping,1,8,200,0.1,19,56.279
CustomParallelDeltaStepping,1,1,200,0.1,20,60.378
CustomParallelDeltaStepping,1,2,200,0.1,20,60.882
CustomParallelDeltaStepping,1,3,200,0.1,20,60.071
CustomParallelDeltaStepping,1,4,200,0.1,20,58.247
CustomParallelDeltaStepping,1,5,200,0.1,20,57.511
CustomParallelDeltaStepping,1,6,200,0.1,20,57.215
CustomParallelDeltaStepping,1,7,200,0.1,20,56.931
CustomParallelDeltaStepping,1,8,200,0.1,20,56.05
CustomParallelDeltaStepping,1,1,200,0.1,21,64.589
CustomParallelDeltaStepping,1,2,200,0.1,21,61.114
CustomParallelDeltaStepping,1,3,200,0.1,21,59.045
CustomParallelDeltaStepping,1,4,200,0.1,21,59.107
CustomParallelDeltaStepping,1,5,200,0.1,21,57.374
CustomParallelDeltaStepping,1,6,200,0.1,21,58.534
CustomParallelDeltaStepping,1,7,200,0.1,21,57.223
CustomParallelDeltaStepping,1,8,200,0.1,21,57.035
CustomParallelDeltaStepping,1,1,200,0.1,22,62.404
CustomParallelDeltaStepping,1,2,200,0.1,22,61.077
CustomParallelDeltaStepping,1,3,200,0.1,22,59.052
CustomParallelDeltaStepping,1,4,200,0.1,22,58.261
CustomParallelDeltaStepping,1,5,200,0.1,22,57.361
CustomParallelDeltaStepping,1,6,200,0.1,22,57.146
CustomParallelDeltaStepping,1,7,200,0.1,22,57.361
CustomParallelDeltaStepping,1,8,200,0.1,22,56.577
CustomParallelDeltaStepping,1,1,200,0.1,23,61.11
CustomParallelDeltaStepping,1,2,200,0.1,23,61.716
CustomParallelDeltaStepping,1,3,200,0.1,23,59.277
CustomParallelDeltaStepping,1,4,200,0.1,23,58.401
CustomParallelDeltaStepping,1,5,200,0.1,23,58.106
CustomParallelDeltaStepping,1,6,200,0.1,23,57.383
CustomParallelDeltaStepping,1,7,200,0.1,23,57.036
CustomParallelDeltaStepping,1,8,200,0.1,23,56.837
CustomParallelDeltaStepping,1,1,200,0.1,24,62.307
CustomParallelDeltaStepping,1,2,200,0.1,24,61.184
CustomParallelDeltaStepping,1,3,200,0.1,24,59.372
CustomParallelDeltaStepping,1,4,200,0.1,24,58.452
CustomParallelDeltaStepping,1,5,200,0.1,24,57.346
CustomParallelDeltaStepping,1,6,200,0.1,24,57.711
CustomParallelDeltaStepping,1,7,200,0.1,24,56.784
CustomParallelDeltaStepping,1,8,200,0.1,24,56.319
CustomParallelDeltaStepping,1,1,200,0.1,25,64.462
CustomParallelDeltaStepping,1,2,200,0.1,25,61.358
CustomParallelDeltaStepping,1,3,200,0.1,25,60.032
CustomParallelDeltaStepping,1,4,200,0.1,25,59.349
CustomParallelDeltaStepping,1,5,200,0.1,25,57.313
CustomParallelDeltaStepping,1,6,200,0.1,25,57.67
CustomParallelDeltaStepping,1,7,200,0.1,25,57.665
CustomParallelDeltaStepping,1,8,200,0.1,25,57.01
DeltaStepping,0,1,200,0.2,1,211.689
DeltaStepping,0,2,200,0.2,1,195.784
DeltaStepping,0,3,200,0.2,1,186.537
DeltaStepping,0,4,200,0.2,1,171.148
DeltaStepping,0,5,200,0.2,1,161.101
DeltaStepping,0,6,200,0.2,1,154.759
DeltaStepping,0,7,200,0.2,1,148.115
DeltaStepping,0,8,200,0.2,1,145.734
DijkstraSequential,0,-1,200,0.2,1,0.46
CustomParallelDeltaStepping,1,1,200,0.2,2,105.825
CustomParallelDeltaStepping,1,2,200,0.2,2,88.246
CustomParallelDeltaStepping,1,3,200,0.2,2,82.801
CustomParallelDeltaStepping,1,4,200,0.2,2,79.16
CustomParallelDeltaStepping,1,5,200,0.2,2,76.37
CustomParallelDeltaStepping,1,6,200,0.2,2,77.095
CustomParallelDeltaStepping,1,7,200,0.2,2,76.711
CustomParallelDeltaStepping,1,8,200,0.2,2,77.309
CustomParallelDeltaStepping,1,1,200,0.2,3,92.923
CustomParallelDeltaStepping,1,2,200,0.2,3,86.638
CustomParallelDeltaStepping,1,3,200,0.2,3,83.162
CustomParallelDeltaStepping,1,4,200,0.2,3,79.827
CustomParallelDeltaStepping,1,5,200,0.2,3,78.845
CustomParallelDeltaStepping,1,6,200,0.2,3,78.04
CustomParallelDeltaStepping,1,7,200,0.2,3,77.904
CustomParallelDeltaStepping,1,8,200,0.2,3,78.375
CustomParallelDeltaStepping,1,1,200,0.2,4,92.215
CustomParallelDeltaStepping,1,2,200,0.2,4,86.098
CustomParallelDeltaStepping,1,3,200,0.2,4,83.765
CustomParallelDeltaStepping,1,4,200,0.2,4,80.553
CustomParallelDeltaStepping,1,5,200,0.2,4,80.323
CustomParallelDeltaStepping,1,6,200,0.2,4,79.449
CustomParallelDeltaStepping,1,7,200,0.2,4,79.184
CustomParallelDeltaStepping,1,8,200,0.2,4,77.781
CustomParallelDeltaStepping,1,1,200,0.2,5,93.636
CustomParallelDeltaStepping,1,2,200,0.2,5,86.824
CustomParallelDeltaStepping,1,3,200,0.2,5,83.649
CustomParallelDeltaStepping,1,4,200,0.2,5,81.81
CustomParallelDeltaStepping,1,5,200,0.2,5,79.237
CustomParallelDeltaStepping,1,6,200,0.2,5,79.903
CustomParallelDeltaStepping,1,7,200,0.2,5,79.636
CustomParallelDeltaStepping,1,8,200,0.2,5,79.356
CustomParallelDeltaStepping,1,1,200,0.2,6,92.956
CustomParallelDeltaStepping,1,2,200,0.2,6,86.28
CustomParallelDeltaStepping,1,3,200,0.2,6,83.921
CustomParallelDeltaStepping,1,4,200,0.2,6,81.196
CustomParallelDeltaStepping,1,5,200,0.2,6,80.215
CustomParallelDeltaStepping,1,6,200,0.2,6,78.759
CustomParallelDeltaStepping,1,7,200,0.2,6,79.636
CustomParallelDeltaStepping,1,8,200,0.2,6,78.956
CustomParallelDeltaStepping,1,1,200,0.2,7,92.652
CustomParallelDeltaStepping,1,2,200,0.2,7,86.7
CustomParallelDeltaStepping,1,3,200,0.2,7,84.147
CustomParallelDeltaStepping,1,4,200,0.2,7,81.618
CustomParallelDeltaStepping,1,5,200,0.2,7,80.461
CustomParallelDeltaStepping,1,6,200,0.2,7,80.28
CustomParallelDeltaStepping,1,7,200,0.2,7,80.096
CustomParallelDeltaStepping,1,8,200,0.2,7,80.743
CustomParallelDeltaStepping,1,1,200,0.2,8,92.744
CustomParallelDeltaStepping,1,2,200,0.2,8,87.944
CustomParallelDeltaStepping,1,3,200,0.2,8,84.557
CustomParallelDeltaStepping,1,4,200,0.2,8,82.082
CustomParallelDeltaStepping,1,5,200,0.2,8,79.739
CustomParallelDeltaStepping,1,6,200,0.2,8,79.415
CustomParallelDeltaStepping,1,7,200,0.2,8,81.059
CustomParallelDeltaStepping,1,8,200,0.2,8,81.266
CustomParallelDeltaStepping,1,1,200,0.2,9,92.557
CustomParallelDeltaStepping,1,2,200,0.2,9,87.518
CustomParallelDeltaStepping,1,3,200,0.2,9,83.745
CustomParallelDeltaStepping,1,4,200,0.2,9,82.016
CustomParallelDeltaStepping,1,5,200,0.2,9,81.279
CustomParallelDeltaStepping,1,6,200,0.2,9,81.041
CustomParallelDeltaStepping,1,7,200,0.2,9,82.212
CustomParallelDeltaStepping,1,8,200,0.2,9,80.638
CustomParallelDeltaStepping,1,1,200,0.2,10,93.666
CustomParallelDeltaStepping,1,2,200,0.2,10,87.615
CustomParallelDeltaStepping,1,3,200,0.2,10,84.656
CustomParallelDeltaStepping,1,4,200,0.2,10,83.563
CustomParallelDeltaStepping,1,5,200,0.2,10,80.505
CustomParallelDeltaStepping,1,6,200,0.2,10,80.595
CustomParallelDeltaStepping,1,7,200,0.2,10,80.796
CustomParallelDeltaStepping,1,8,200,0.2,10,81.518
CustomParallelDeltaStepping,1,1,200,0.2,11,93.609
CustomParallelDeltaStepping,1,2,200,0.2,11,86.572
CustomParallelDeltaStepping,1,3,200,0.2,11,84.561
CustomParallelDeltaStepping,1,4,200,0.2,11,84.13
CustomParallelDeltaStepping,1,5,200,0.2,11,80.449
CustomParallelDeltaStepping,1,6,200,0.2,11,80.932
CustomParallelDeltaStepping,1,7,200,0.2,11,75.671
CustomParallelDeltaStepping,1,8,200,0.2,11,81.896
CustomParallelDeltaStepping,1,1,200,0.2,12,93.447
CustomParallelDeltaStepping,1,2,200,0.2,12,86.704
CustomParallelDeltaStepping,1,3,200,0.2,12,85.218
CustomParallelDeltaStepping,1,4,200,0.2,12,83.002
CustomParallelDeltaStepping,1,5,200,0.2,12,81.22
CustomParallelDeltaStepping,1,6,200,0.2,12,80.82
CustomParallelDeltaStepping,1,7,200,0.2,12,82.695
CustomParallelDeltaStepping,1,8,200,0.2,12,82.307
CustomParallelDeltaStepping,1,1,200,0.2,13,93.936
CustomParallelDeltaStepping,1,2,200,0.2,13,88.486
CustomParallelDeltaStepping,1,3,200,0.2,13,84.026
CustomParallelDeltaStepping,1,4,200,0.2,13,82.862
CustomParallelDeltaStepping,1,5,200,0.2,13,81.99
CustomParallelDeltaStepping,1,6,200,0.2,13,80.6
CustomParallelDeltaStepping,1,7,200,0.2,13,83.61
CustomParallelDeltaStepping,1,8,200,0.2,13,82.085
CustomParallelDeltaStepping,1,1,200,0.2,14,92.915
CustomParallelDeltaStepping,1,2,200,0.2,14,87.815
CustomParallelDeltaStepping,1,3,200,0.2,14,85.965
CustomParallelDeltaStepping,1,4,200,0.2,14,83.77
CustomParallelDeltaStepping,1,5,200,0.2,14,81.229
CustomParallelDeltaStepping,1,6,200,0.2,14,81.901
CustomParallelDeltaStepping,1,7,200,0.2,14,81.587
CustomParallelDeltaStepping,1,8,200,0.2,14,82.928
CustomParallelDeltaStepping,1,1,200,0.2,15,93.857
CustomParallelDeltaStepping,1,2,200,0.2,15,87.74
CustomParallelDeltaStepping,1,3,200,0.2,15,85.588
CustomParallelDeltaStepping,1,4,200,0.2,15,82.989
CustomParallelDeltaStepping,1,5,200,0.2,15,81.029
CustomParallelDeltaStepping,1,6,200,0.2,15,83.932
CustomParallelDeltaStepping,1,7,200,0.2,15,82.24
CustomParallelDeltaStepping,1,8,200,0.2,15,81.924
CustomParallelDeltaStepping,1,1,200,0.2,16,94.364
CustomParallelDeltaStepping,1,2,200,0.2,16,88.861
CustomParallelDeltaStepping,1,3,200,0.2,16,84.155
CustomParallelDeltaStepping,1,4,200,0.2,16,83.188
CustomParallelDeltaStepping,1,5,200,0.2,16,81.72
CustomParallelDeltaStepping,1,6,200,0.2,16,81.332
CustomParallelDeltaStepping,1,7,200,0.2,16,81.268
CustomParallelDeltaStepping,1,8,200,0.2,16,81.583
CustomParallelDeltaStepping,1,1,200,0.2,17,95.119
CustomParallelDeltaStepping,1,2,200,0.2,17,90.22
CustomParallelDeltaStepping,1,3,200,0.2,17,87.258
CustomParallelDeltaStepping,1,4,200,0.2,17,82.554
CustomParallelDeltaStepping,1,5,200,0.2,17,82.048
CustomParallelDeltaStepping,1,6,200,0.2,17,82.873
CustomParallelDeltaStepping,1,7,200,0.2,17,82.114
CustomParallelDeltaStepping,1,8,200,0.2,17,83.854
CustomParallelDeltaStepping,1,1,200,0.2,18,95.019
CustomParallelDeltaStepping,1,2,200,0.2,18,86.649
CustomParallelDeltaStepping,1,3,200,0.2,18,84.371
CustomParallelDeltaStepping,1,4,200,0.2,18,82.808
CustomParallelDeltaStepping,1,5,200,0.2,18,82.3
CustomParallelDeltaStepping,1,6,200,0.2,18,81.051
CustomParallelDeltaStepping,1,7,200,0.2,18,82.205
CustomParallelDeltaStepping,1,8,200,0.2,18,81.962
CustomParallelDeltaStepping,1,1,200,0.2,19,94.603
CustomParallelDeltaStepping,1,2,200,0.2,19,87.642
CustomParallelDeltaStepping,1,3,200,0.2,19,84.482
CustomParallelDeltaStepping,1,4,200,0.2,19,82.857
CustomParallelDeltaStepping,1,5,200,0.2,19,81.111
CustomParallelDeltaStepping,1,6,200,0.2,19,81.471
CustomParallelDeltaStepping,1,7,200,0.2,19,80.745
CustomParallelDeltaStepping,1,8,200,0.2,19,80.401
CustomParallelDeltaStepping,1,1,200,0.2,20,94.45
CustomParallelDeltaStepping,1,2,200,0.2,20,88.829
CustomParallelDeltaStepping,1,3,200,0.2,20,85.47
CustomParallelDeltaStepping,1,4,200,0.2,20,82.191
CustomParallelDeltaStepping,1,5,200,0.2,20,81.91
CustomParallelDeltaStepping,1,6,200,0.2,20,82.632
CustomParallelDeltaStepping,1,7,200,0.2,20,81.715
CustomParallelDeltaStepping,1,8,200,0.2,20,81.257
CustomParallelDeltaStepping,1,1,200,0.2,21,93.768
CustomParallelDeltaStepping,1,2,200,0.2,21,87.78
CustomParallelDeltaStepping,1,3,200,0.2,21,84.539
CustomParallelDeltaStepping,1,4,200,0.2,21,83.152
CustomParallelDeltaStepping,1,5,200,0.2,21,81.111
CustomParallelDeltaStepping,1,6,200,0.2,21,81.035
CustomParallelDeltaStepping,1,7,200,0.2,21,83.075
CustomParallelDeltaStepping,1,8,200,0.2,21,82.648
CustomParallelDeltaStepping,1,1,200,0.2,22,94.611
CustomParallelDeltaStepping,1,2,200,0.2,22,88.641
CustomParallelDeltaStepping,1,3,200,0.2,22,85.011
CustomParallelDeltaStepping,1,4,200,0.2,22,82.167
CustomParallelDeltaStepping,1,5,200,0.2,22,82.073
CustomParallelDeltaStepping,1,6,200,0.2,22,80.595
CustomParallelDeltaStepping,1,7,200,0.2,22,81.363
CustomParallelDeltaStepping,1,8,200,0.2,22,82.364
CustomParallelDeltaStepping,1,1,200,0.2,23,93.746
CustomParallelDeltaStepping,1,2,200,0.2,23,88.396
CustomParallelDeltaStepping,1,3,200,0.2,23,85.712
CustomParallelDeltaStepping,1,4,200,0.2,23,83.319
CustomParallelDeltaStepping,1,5,200,0.2,23,81.635
CustomParallelDeltaStepping,1,6,200,0.2,23,81.74
CustomParallelDeltaStepping,1,7,200,0.2,23,81.925
CustomParallelDeltaStepping,1,8,200,0.2,23,82.262
CustomParallelDeltaStepping,1,1,200,0.2,24,93.067
CustomParallelDeltaStepping,1,2,200,0.2,24,87.619
CustomParallelDeltaStepping,1,3,200,0.2,24,85.163
CustomParallelDeltaStepping,1,4,200,0.2,24,83.508
CustomParallelDeltaStepping,1,5,200,0.2,24,80.706
CustomParallelDeltaStepping,1,6,200,0.2,24,82.182
CustomParallelDeltaStepping,1,7,200,0.2,24,82.2
CustomParallelDeltaStepping,1,8,200,0.2,24,80.502
CustomParallelDeltaStepping,1,1,200,0.2,25,95.247
CustomParallelDeltaStepping,1,2,200,0.2,25,87.363
CustomParallelDeltaStepping,1,3,200,0.2,25,84.815
CustomParallelDeltaStepping,1,4,200,0.2,25,83.481
CustomParallelDeltaStepping,1,5,200,0.2,25,81.503
CustomParallelDeltaStepping,1,6,200,0.2,25,82.217
CustomParallelDeltaStepping,1,7,200,0.2,25,82.006
CustomParallelDeltaStepping,1,8,200,0.2,25,81.702
DeltaStepping,0,1,200,0.3,1,311.234
DeltaStepping,0,2,200,0.3,1,298.869
DeltaStepping,0,3,200,0.3,1,266.511
DeltaStepping,0,4,200,0.3,1,243.806
DeltaStepping,0,5,200,0.3,1,229.201
DeltaStepping,0,6,200,0.3,1,225.841
DeltaStepping,0,7,200,0.3,1,204.97
DeltaStepping,0,8,200,0.3,1,206.465
DijkstraSequential,0,-1,200,0.3,1,0.055
CustomParallelDeltaStepping,1,1,200,0.3,2,112.382
CustomParallelDeltaStepping,1,2,200,0.3,2,103.822
CustomParallelDeltaStepping,1,3,200,0.3,2,97.862
CustomParallelDeltaStepping,1,4,200,0.3,2,96.009
CustomParallelDeltaStepping,1,5,200,0.3,2,96.25
CustomParallelDeltaStepping,1,6,200,0.3,2,96.343
CustomParallelDeltaStepping,1,7,200,0.3,2,99.75
CustomParallelDeltaStepping,1,8,200,0.3,2,99.2
CustomParallelDeltaStepping,1,1,200,0.3,3,113.451
CustomParallelDeltaStepping,1,2,200,0.3,3,103.358
CustomParallelDeltaStepping,1,3,200,0.3,3,99.879
CustomParallelDeltaStepping,1,4,200,0.3,3,98.554
CustomParallelDeltaStepping,1,5,200,0.3,3,99.298
CustomParallelDeltaStepping,1,6,200,0.3,3,96.26
CustomParallelDeltaStepping,1,7,200,0.3,3,101.587
CustomParallelDeltaStepping,1,8,200,0.3,3,100.606
CustomParallelDeltaStepping,1,1,200,0.3,4,113.06
CustomParallelDeltaStepping,1,2,200,0.3,4,103.912
CustomParallelDeltaStepping,1,3,200,0.3,4,100.124
CustomParallelDeltaStepping,1,4,200,0.3,4,98.278
CustomParallelDeltaStepping,1,5,200,0.3,4,98.591
CustomParallelDeltaStepping,1,6,200,0.3,4,98.211
CustomParallelDeltaStepping,1,7,200,0.3,4,99.776
CustomParallelDeltaStepping,1,8,200,0.3,4,101.526
CustomParallelDeltaStepping,1,1,200,0.3,5,114.737
CustomParallelDeltaStepping,1,2,200,0.3,5,104.23
CustomParallelDeltaStepping,1,3,200,0.3,5,100.137
CustomParallelDeltaStepping,1,4,200,0.3,5,98.982
CustomParallelDeltaStepping,1,5,200,0.3,5,99.237
CustomParallelDeltaStepping,1,6,200,0.3,5,99.814
CustomParallelDeltaStepping,1,7,200,0.3,5,101.7
CustomParallelDeltaStepping,1,8,200,0.3,5,102.895
CustomParallelDeltaStepping,1,1,200,0.3,6,114.577
CustomParallelDeltaStepping,1,2,200,0.3,6,105.111
CustomParallelDeltaStepping,1,3,200,0.3,6,101.529
CustomParallelDeltaStepping,1,4,200,0.3,6,99.139
CustomParallelDeltaStepping,1,5,200,0.3,6,100.211
CustomParallelDeltaStepping,1,6,200,0.3,6,99.068
CustomParallelDeltaStepping,1,7,200,0.3,6,102.223
CustomParallelDeltaStepping,1,8,200,0.3,6,104.262
CustomParallelDeltaStepping,1,1,200,0.3,7,115.509
CustomParallelDeltaStepping,1,2,200,0.3,7,106.57
CustomParallelDeltaStepping,1,3,200,0.3,7,103.316
CustomParallelDeltaStepping,1,4,200,0.3,7,98.883
CustomParallelDeltaStepping,1,5,200,0.3,7,100.407
CustomParallelDeltaStepping,1,6,200,0.3,7,99.632
CustomParallelDeltaStepping,1,7,200,0.3,7,101.169
CustomParallelDeltaStepping,1,8,200,0.3,7,105.656
CustomParallelDeltaStepping,1,1,200,0.3,8,113.898
CustomParallelDeltaStepping,1,2,200,0.3,8,107.38
CustomParallelDeltaStepping,1,3,200,0.3,8,102.55
CustomParallelDeltaStepping,1,4,200,0.3,8,100.468
CustomParallelDeltaStepping,1,5,200,0.3,8,100.597
CustomParallelDeltaStepping,1,6,200,0.3,8,100.996
CustomParallelDeltaStepping,1,7,200,0.3,8,103.309
CustomParallelDeltaStepping,1,8,200,0.3,8,104.082
CustomParallelDeltaStepping,1,1,200,0.3,9,116.043
CustomParallelDeltaStepping,1,2,200,0.3,9,106.513
