Algorithm, Parallel, Delta, Graph Size, Density, Threads, Time
CustomParallelDeltaStepping,1,7,500,0.5,12,2.836
CustomParallelDeltaStepping,1,8,500,0.5,12,4.371
CustomParallelDeltaStepping,1,1,500,0.5,16,2.672
CustomParallelDeltaStepping,1,2,500,0.5,16,2.884
CustomParallelDeltaStepping,1,3,500,0.5,16,3.088
CustomParallelDeltaStepping,1,4,500,0.5,16,3.194
CustomParallelDeltaStepping,1,5,500,0.5,16,3.205
CustomParallelDeltaStepping,1,6,500,0.5,16,3.11
CustomParallelDeltaStepping,1,7,500,0.5,16,3.075
CustomParallelDeltaStepping,1,8,500,0.5,16,4.139
CustomParallelDeltaStepping,1,1,500,0.5,20,2.559
CustomParallelDeltaStepping,1,2,500,0.5,20,2.763
CustomParallelDeltaStepping,1,3,500,0.5,20,3.278
CustomParallelDeltaStepping,1,4,500,0.5,20,3.623
CustomParallelDeltaStepping,1,5,500,0.5,20,3.137
CustomParallelDeltaStepping,1,6,500,0.5,20,3.824
CustomParallelDeltaStepping,1,7,500,0.5,20,3.014
CustomParallelDeltaStepping,1,8,500,0.5,20,4.137
CustomParallelDeltaStepping,1,1,500,0.5,24,2.6
CustomParallelDeltaStepping,1,2,500,0.5,24,2.826
CustomParallelDeltaStepping,1,3,500,0.5,24,3.018
CustomParallelDeltaStepping,1,4,500,0.5,24,3.488
CustomParallelDeltaStepping,1,5,500,0.5,24,3.474
CustomParallelDeltaStepping,1,6,500,0.5,24,3.347
CustomParallelDeltaStepping,1,7,500,0.5,24,4.12
CustomParallelDeltaStepping,1,8,500,0.5,24,3.644
CustomParallelDeltaStepping,1,1,500,0.5,25,2.588
CustomParallelDeltaStepping,1,2,500,0.5,25,2.783
CustomParallelDeltaStepping,1,3,500,0.5,25,2.994
CustomParallelDeltaStepping,1,4,500,0.5,25,3.409
CustomParallelDeltaStepping,1,5,500,0.5,25,3.298
CustomParallelDeltaStepping,1,6,500,0.5,25,3.778
CustomParallelDeltaStepping,1,7,500,0.5,25,3.567
CustomParallelDeltaStepping,1,8,500,0.5,25,3.02
DeltaStepping,0,1,500,0.7,1,9.988
DeltaStepping,0,2,500,0.7,1,13.611
DeltaStepping,0,3,500,0.7,1,15.567
DeltaStepping,0,4,500,0.7,1,17.985
DeltaStepping,0,5,500,0.7,1,22.233
DeltaStepping,0,6,500,0.7,1,22.502
DeltaStepping,0,7,500,0.7,1,22.614
DeltaStepping,0,8,500,0.7,1,23.43
DijkstraSequential,0,-1,500,0.7,1,2.206
CustomParallelDeltaStepping,1,1,500,0.7,2,3.413
CustomParallelDeltaStepping,1,2,500,0.7,2,3.223
CustomParallelDeltaStepping,1,3,500,0.7,2,3.314
CustomParallelDeltaStepping,1,4,500,0.7,2,3.508
CustomParallelDeltaStepping,1,5,500,0.7,2,4.779
CustomParallelDeltaStepping,1,6,500,0.7,2,4.324
CustomParallelDeltaStepping,1,7,500,0.7,2,4.871
CustomParallelDeltaStepping,1,8,500,0.7,2,3.346
CustomParallelDeltaStepping,1,1,500,0.7,4,3.063
CustomParallelDeltaStepping,1,2,500,0.7,4,3.247
CustomParallelDeltaStepping,1,3,500,0.7,4,3.545
CustomParallelDeltaStepping,1,4,500,0.7,4,3.498
CustomParallelDeltaStepping,1,5,500,0.7,4,4.175
CustomParallelDeltaStepping,1,6,500,0.7,4,4.318
CustomParallelDeltaStepping,1,7,500,0.7,4,4.879
CustomParallelDeltaStepping,1,8,500,0.7,4,4.306
CustomParallelDeltaStepping,1,1,500,0.7,8,3.223
CustomParallelDeltaStepping,1,2,500,0.7,8,3.236
CustomParallelDeltaStepping,1,3,500,0.7,8,3.652
CustomParallelDeltaStepping,1,4,500,0.7,8,3.952
CustomParallelDeltaStepping,1,5,500,0.7,8,4.24
CustomParallelDeltaStepping,1,6,500,0.7,8,4.016
CustomParallelDeltaStepping,1,7,500,0.7,8,4.95
CustomParallelDeltaStepping,1,8,500,0.7,8,4.252
CustomParallelDeltaStepping,1,1,500,0.7,12,3.216
CustomParallelDeltaStepping,1,2,500,0.7,12,3.418
CustomParallelDeltaStepping,1,3,500,0.7,12,3.635
CustomParallelDeltaStepping,1,4,500,0.7,12,3.871
CustomParallelDeltaStepping,1,5,500,0.7,12,4.266
CustomParallelDeltaStepping,1,6,500,0.7,12,4.804
CustomParallelDeltaStepping,1,7,500,0.7,12,3.718
CustomParallelDeltaStepping,1,8,500,0.7,12,4.244
CustomParallelDeltaStepping,1,1,500,0.7,16,3.227
CustomParallelDeltaStepping,1,2,500,0.7,16,3.199
CustomParallelDeltaStepping,1,3,500,0.7,16,3.583
CustomParallelDeltaStepping,1,4,500,0.7,16,3.662
CustomParallelDeltaStepping,1,5,500,0.7,16,4.17
CustomParallelDeltaStepping,1,6,500,0.7,16,3.809
CustomParallelDeltaStepping,1,7,500,0.7,16,4.165
CustomParallelDeltaStepping,1,8,500,0.7,16,4.003
CustomParallelDeltaStepping,1,1,500,0.7,20,3.219
CustomParallelDeltaStepping,1,2,500,0.7,20,3.276
CustomParallelDeltaStepping,1,3,500,0.7,20,3.587
CustomParallelDeltaStepping,1,4,500,0.7,20,3.838
CustomParallelDeltaStepping,1,5,500,0.7,20,4.288
CustomParallelDeltaStepping,1,6,500,0.7,20,4.917
CustomParallelDeltaStepping,1,7,500,0.7,20,4.773
CustomParallelDeltaStepping,1,8,500,0.7,20,4.762
CustomParallelDeltaStepping,1,1,500,0.7,24,3.239
CustomParallelDeltaStepping,1,2,500,0.7,24,3.258
CustomParallelDeltaStepping,1,3,500,0.7,24,3.712
CustomParallelDeltaStepping,1,4,500,0.7,24,3.675
CustomParallelDeltaStepping,1,5,500,0.7,24,4.663
CustomParallelDeltaStepping,1,6,500,0.7,24,9.505
CustomParallelDeltaStepping,1,7,500,0.7,24,4.769
CustomParallelDeltaStepping,1,8,500,0.7,24,5.122
CustomParallelDeltaStepping,1,1,500,0.7,25,3.411
CustomParallelDeltaStepping,1,2,500,0.7,25,3.596
CustomParallelDeltaStepping,1,3,500,0.7,25,3.874
CustomParallelDeltaStepping,1,4,500,0.7,25,4.099
CustomParallelDeltaStepping,1,5,500,0.7,25,3.89
CustomParallelDeltaStepping,1,6,500,0.7,25,4.313
CustomParallelDeltaStepping,1,7,500,0.7,25,5.245
CustomParallelDeltaStepping,1,8,500,0.7,25,4.019
DeltaStepping,0,1,1000,0.3,1,15.793
DeltaStepping,0,2,1000,0.3,1,23.47
DeltaStepping,0,3,1000,0.3,1,28.991
DeltaStepping,0,4,1000,0.3,1,35.938
DeltaStepping,0,5,1000,0.3,1,38.239
DeltaStepping,0,6,1000,0.3,1,41.399
DeltaStepping,0,7,1000,0.3,1,44.114
DeltaStepping,0,8,1000,0.3,1,45.144
DijkstraSequential,0,-1,1000,0.3,1,6.211
CustomParallelDeltaStepping,1,1,1000,0.3,2,8.535
CustomParallelDeltaStepping,1,2,1000,0.3,2,7.576
CustomParallelDeltaStepping,1,3,1000,0.3,2,7.849
CustomParallelDeltaStepping,1,4,1000,0.3,2,8.104
CustomParallelDeltaStepping,1,5,1000,0.3,2,8.771
CustomParallelDeltaStepping,1,6,1000,0.3,2,8.714
CustomParallelDeltaStepping,1,7,1000,0.3,2,9.621
CustomParallelDeltaStepping,1,8,1000,0.3,2,9.569
CustomParallelDeltaStepping,1,1,1000,0.3,4,5.801
CustomParallelDeltaStepping,1,2,1000,0.3,4,6.175
CustomParallelDeltaStepping,1,3,1000,0.3,4,6.782
CustomParallelDeltaStepping,1,4,1000,0.3,4,7.28
CustomParallelDeltaStepping,1,5,1000,0.3,4,8.005
CustomParallelDeltaStepping,1,6,1000,0.3,4,8.847
CustomParallelDeltaStepping,1,7,1000,0.3,4,9.434
CustomParallelDeltaStepping,1,8,1000,0.3,4,10.475
CustomParallelDeltaStepping,1,1,1000,0.3,8,7.224
CustomParallelDeltaStepping,1,2,1000,0.3,8,7.003
CustomParallelDeltaStepping,1,3,1000,0.3,8,7.003
CustomParallelDeltaStepping,1,4,1000,0.3,8,7.641
CustomParallelDeltaStepping,1,5,1000,0.3,8,8.608
CustomParallelDeltaStepping,1,6,1000,0.3,8,8.753
CustomParallelDeltaStepping,1,7,1000,0.3,8,10.42
CustomParallelDeltaStepping,1,8,1000,0.3,8,9.899
CustomParallelDeltaStepping,1,1,1000,0.3,12,6.309
CustomParallelDeltaStepping,1,2,1000,0.3,12,6.677
CustomParallelDeltaStepping,1,3,1000,0.3,12,7.284
CustomParallelDeltaStepping,1,4,1000,0.3,12,7.903
CustomParallelDeltaStepping,1,5,1000,0.3,12,8.664
CustomParallelDeltaStepping,1,6,1000,0.3,12,8.88
CustomParallelDeltaStepping,1,7,1000,0.3,12,9.624
CustomParallelDeltaStepping,1,8,1000,0.3,12,9.971
CustomParallelDeltaStepping,1,1,1000,0.3,16,6.437
CustomParallelDeltaStepping,1,2,1000,0.3,16,6.577
CustomParallelDeltaStepping,1,3,1000,0.3,16,7.279
CustomParallelDeltaStepping,1,4,1000,0.3,16,8.149
CustomParallelDeltaStepping,1,5,1000,0.3,16,8.451
CustomParallelDeltaStepping,1,6,1000,0.3,16,9.128
CustomParallelDeltaStepping,1,7,1000,0.3,16,10.149
CustomParallelDeltaStepping,1,8,1000,0.3,16,9.793
CustomParallelDeltaStepping,1,1,1000,0.3,20,6.474
CustomParallelDeltaStepping,1,2,1000,0.3,20,6.674
CustomParallelDeltaStepping,1,3,1000,0.3,20,7.792
CustomParallelDeltaStepping,1,4,1000,0.3,20,8.098
CustomParallelDeltaStepping,1,5,1000,0.3,20,8.617
CustomParallelDeltaStepping,1,6,1000,0.3,20,8.746
CustomParallelDeltaStepping,1,7,1000,0.3,20,10.531
CustomParallelDeltaStepping,1,8,1000,0.3,20,7.873
CustomParallelDeltaStepping,1,1,1000,0.3,24,6.38
CustomParallelDeltaStepping,1,2,1000,0.3,24,6.997
CustomParallelDeltaStepping,1,3,1000,0.3,24,7.708
CustomParallelDeltaStepping,1,4,1000,0.3,24,7.954
CustomParallelDeltaStepping,1,5,1000,0.3,24,8.419
CustomParallelDeltaStepping,1,6,1000,0.3,24,9.094
CustomParallelDeltaStepping,1,7,1000,0.3,24,9.58
CustomParallelDeltaStepping,1,8,1000,0.3,24,11.142
CustomParallelDeltaStepping,1,1,1000,0.3,25,6.369
CustomParallelDeltaStepping,1,2,1000,0.3,25,6.748
CustomParallelDeltaStepping,1,3,1000,0.3,25,7.837
CustomParallelDeltaStepping,1,4,1000,0.3,25,7.76
CustomParallelDeltaStepping,1,5,1000,0.3,25,8.201
CustomParallelDeltaStepping,1,6,1000,0.3,25,10.096
CustomParallelDeltaStepping,1,7,1000,0.3,25,9.908
CustomParallelDeltaStepping,1,8,1000,0.3,25,11.268
DeltaStepping,0,1,1000,0.5,1,29.118
DeltaStepping,0,2,1000,0.5,1,41.822
DeltaStepping,0,3,1000,0.5,1,50.518
DeltaStepping,0,4,1000,0.5,1,57.167
DeltaStepping,0,5,1000,0.5,1,64.746
DeltaStepping,0,6,1000,0.5,1,65.273
DeltaStepping,0,7,1000,0.5,1,68.212
DeltaStepping,0,8,1000,0.5,1,73.183
DijkstraSequential,0,-1,1000,0.5,1,8.588
CustomParallelDeltaStepping,1,1,1000,0.5,2,11.44
CustomParallelDeltaStepping,1,2,1000,0.5,2,11.653
CustomParallelDeltaStepping,1,3,1000,0.5,2,12.58
CustomParallelDeltaStepping,1,4,1000,0.5,2,15.597
CustomParallelDeltaStepping,1,5,1000,0.5,2,15.133
CustomParallelDeltaStepping,1,6,1000,0.5,2,15.139
CustomParallelDeltaStepping,1,7,1000,0.5,2,16.907
CustomParallelDeltaStepping,1,8,1000,0.5,2,13.746
CustomParallelDeltaStepping,1,1,1000,0.5,4,9.927
CustomParallelDeltaStepping,1,2,1000,0.5,4,11.283
CustomParallelDeltaStepping,1,3,1000,0.5,4,11.92
CustomParallelDeltaStepping,1,4,1000,0.5,4,11.616
CustomParallelDeltaStepping,1,5,1000,0.5,4,13.278
CustomParallelDeltaStepping,1,6,1000,0.5,4,14.978
CustomParallelDeltaStepping,1,7,1000,0.5,4,13.526
CustomParallelDeltaStepping,1,8,1000,0.5,4,10.46
CustomParallelDeltaStepping,1,1,1000,0.5,8,9.061
CustomParallelDeltaStepping,1,2,1000,0.5,8,9.648
CustomParallelDeltaStepping,1,3,1000,0.5,8,10.222
CustomParallelDeltaStepping,1,4,1000,0.5,8,12.506
CustomParallelDeltaStepping,1,5,1000,0.5,8,14.528
CustomParallelDeltaStepping,1,6,1000,0.5,8,14.193
CustomParallelDeltaStepping,1,7,1000,0.5,8,15.661
CustomParallelDeltaStepping,1,8,1000,0.5,8,13.863
CustomParallelDeltaStepping,1,1,1000,0.5,12,9.089
CustomParallelDeltaStepping,1,2,1000,0.5,12,9.936
CustomParallelDeltaStepping,1,3,1000,0.5,12,10.473
CustomParallelDeltaStepping,1,4,1000,0.5,12,12.452
CustomParallelDeltaStepping,1,5,1000,0.5,12,13.546
CustomParallelDeltaStepping,1,6,1000,0.5,12,14.711
CustomParallelDeltaStepping,1,7,1000,0.5,12,16.096
CustomParallelDeltaStepping,1,8,1000,0.5,12,16.012
CustomParallelDeltaStepping,1,1,1000,0.5,16,9.28
CustomParallelDeltaStepping,1,2,1000,0.5,16,10.024
CustomParallelDeltaStepping,1,3,1000,0.5,16,10.578
CustomParallelDeltaStepping,1,4,1000,0.5,16,12.447
CustomParallelDeltaStepping,1,5,1000,0.5,16,14.059
CustomParallelDeltaStepping,1,6,1000,0.5,16,14.699
CustomParallelDeltaStepping,1,7,1000,0.5,16,15.402
CustomParallelDeltaStepping,1,8,1000,0.5,16,15.722
CustomParallelDeltaStepping,1,1,1000,0.5,20,9.223
CustomParallelDeltaStepping,1,2,1000,0.5,20,10.009
CustomParallelDeltaStepping,1,3,1000,0.5,20,10.961
CustomParallelDeltaStepping,1,4,1000,0.5,20,12.898
CustomParallelDeltaStepping,1,5,1000,0.5,20,14.158
CustomParallelDeltaStepping,1,6,1000,0.5,20,15.025
CustomParallelDeltaStepping,1,7,1000,0.5,20,15.583
CustomParallelDeltaStepping,1,8,1000,0.5,20,16.286
CustomParallelDeltaStepping,1,1,1000,0.5,24,9.12
CustomParallelDeltaStepping,1,2,1000,0.5,24,9.977
CustomParallelDeltaStepping,1,3,1000,0.5,24,10.635
CustomParallelDeltaStepping,1,4,1000,0.5,24,12.584
CustomParallelDeltaStepping,1,5,1000,0.5,24,14.499
CustomParallelDeltaStepping,1,6,1000,0.5,24,14.266
CustomParallelDeltaStepping,1,7,1000,0.5,24,15.975
CustomParallelDeltaStepping,1,8,1000,0.5,24,15.933
CustomParallelDeltaStepping,1,1,1000,0.5,25,9.278
CustomParallelDeltaStepping,1,2,1000,0.5,25,10.579
CustomParallelDeltaStepping,1,3,1000,0.5,25,10.893
CustomParallelDeltaStepping,1,4,1000,0.5,25,12.573
CustomParallelDeltaStepping,1,5,1000,0.5,25,13.946
CustomParallelDeltaStepping,1,6,1000,0.5,25,15.626
CustomParallelDeltaStepping,1,7,1000,0.5,25,16.585
CustomParallelDeltaStepping,1,8,1000,0.5,25,16.012
DeltaStepping,0,1,1000,0.7,1,37.923
DeltaStepping,0,2,1000,0.7,1,54.93
DeltaStepping,0,3,1000,0.7,1,65.366
DeltaStepping,0,4,1000,0.7,1,68.858
DeltaStepping,0,5,1000,0.7,1,74.226
DeltaStepping,0,6,1000,0.7,1,77.07
DeltaStepping,0,7,1000,0.7,1,82.152
DeltaStepping,0,8,1000,0.7,1,86.778
DijkstraSequential,0,-1,1000,0.7,1,10.984
CustomParallelDeltaStepping,1,1,1000,0.7,2,15.51
CustomParallelDeltaStepping,1,2,1000,0.7,2,14.002
CustomParallelDeltaStepping,1,3,1000,0.7,2,15.878
CustomParallelDeltaStepping,1,4,1000,0.7,2,17.803
CustomParallelDeltaStepping,1,5,1000,0.7,2,19.738
CustomParallelDeltaStepping,1,6,1000,0.7,2,19.085
CustomParallelDeltaStepping,1,7,1000,0.7,2,18.926
CustomParallelDeltaStepping,1,8,1000,0.7,2,19.744
CustomParallelDeltaStepping,1,1,1000,0.7,4,12.077
CustomParallelDeltaStepping,1,2,1000,0.7,4,13.608
CustomParallelDeltaStepping,1,3,1000,0.7,4,15.741
CustomParallelDeltaStepping,1,4,1000,0.7,4,18.165
CustomParallelDeltaStepping,1,5,1000,0.7,4,18.506
CustomParallelDeltaStepping,1,6,1000,0.7,4,20.041
CustomParallelDeltaStepping,1,7,1000,0.7,4,19.448
CustomParallelDeltaStepping,1,8,1000,0.7,4,15.506
CustomParallelDeltaStepping,1,1,1000,0.7,8,12.079
CustomParallelDeltaStepping,1,2,1000,0.7,8,13.791
CustomParallelDeltaStepping,1,3,1000,0.7,8,16.29
CustomParallelDeltaStepping,1,4,1000,0.7,8,18.84
CustomParallelDeltaStepping,1,5,1000,0.7,8,20.613
CustomParallelDeltaStepping,1,6,1000,0.7,8,19.892
CustomParallelDeltaStepping,1,7,1000,0.7,8,19.236
CustomParallelDeltaStepping,1,8,1000,0.7,8,17.885
CustomParallelDeltaStepping,1,1,1000,0.7,12,12.742
CustomParallelDeltaStepping,1,2,1000,0.7,12,14.139
CustomParallelDeltaStepping,1,3,1000,0.7,12,16.571
CustomParallelDeltaStepping,1,4,1000,0.7,12,19.257
CustomParallelDeltaStepping,1,5,1000,0.7,12,19.447
CustomParallelDeltaStepping,1,6,1000,0.7,12,20.096
CustomParallelDeltaStepping,1,7,1000,0.7,12,17.809
CustomParallelDeltaStepping,1,8,1000,0.7,12,17.104
CustomParallelDeltaStepping,1,1,1000,0.7,16,13.766
CustomParallelDeltaStepping,1,2,1000,0.7,16,14.261
CustomParallelDeltaStepping,1,3,1000,0.7,16,16.37
CustomParallelDeltaStepping,1,4,1000,0.7,16,19.953
CustomParallelDeltaStepping,1,5,1000,0.7,16,20.64
CustomParallelDeltaStepping,1,6,1000,0.7,16,21.382
CustomParallelDeltaStepping,1,7,1000,0.7,16,21.668
CustomParallelDeltaStepping,1,8,1000,0.7,16,15.763
CustomParallelDeltaStepping,1,1,1000,0.7,20,13.081
CustomParallelDeltaStepping,1,2,1000,0.7,20,14.508
CustomParallelDeltaStepping,1,3,1000,0.7,20,17.238
CustomParallelDeltaStepping,1,4,1000,0.7,20,19.898
CustomParallelDeltaStepping,1,5,1000,0.7,20,19.732
CustomParallelDeltaStepping,1,6,1000,0.7,20,20.6
CustomParallelDeltaStepping,1,7,1000,0.7,20,21.586
CustomParallelDeltaStepping,1,8,1000,0.7,20,19.239
CustomParallelDeltaStepping,1,1,1000,0.7,24,12.98
CustomParallelDeltaStepping,1,2,1000,0.7,24,14.254
CustomParallelDeltaStepping,1,3,1000,0.7,24,16.762
CustomParallelDeltaStepping,1,4,1000,0.7,24,19.697
CustomParallelDeltaStepping,1,5,1000,0.7,24,19.996
CustomParallelDeltaStepping,1,6,1000,0.7,24,22.542
CustomParallelDeltaStepping,1,7,1000,0.7,24,16.942
CustomParallelDeltaStepping,1,8,1000,0.7,24,17.675
CustomParallelDeltaStepping,1,1,1000,0.7,25,13.036
CustomParallelDeltaStepping,1,2,1000,0.7,25,14.199
CustomParallelDeltaStepping,1,3,1000,0.7,25,16.929
CustomParallelDeltaStepping,1,4,1000,0.7,25,19.66
CustomParallelDeltaStepping,1,5,1000,0.7,25,20.76
CustomParallelDeltaStepping,1,6,1000,0.7,25,20.669
CustomParallelDeltaStepping,1,7,1000,0.7,25,20.049
CustomParallelDeltaStepping,1,8,1000,0.7,25,21.332
DeltaStepping,0,1,5000,0.3,1,464.992
DeltaStepping,0,2,5000,0.3,1,581.747
DeltaStepping,0,3,5000,0.3,1,702.046
DeltaStepping,0,4,5000,0.3,1,764.323
DeltaStepping,0,5,5000,0.3,1,826.756
DeltaStepping,0,6,5000,0.3,1,890.407
DeltaStepping,0,7,5000,0.3,1,929.196
DeltaStepping,0,8,5000,0.3,1,960.834
DijkstraSequential,0,-1,5000,0.3,1,115.242
CustomParallelDeltaStepping,1,1,5000,0.3,2,153.067
CustomParallelDeltaStepping,1,2,5000,0.3,2,180.165
CustomParallelDeltaStepping,1,3,5000,0.3,2,212.054
CustomParallelDeltaStepping,1,4,5000,0.3,2,227.398
CustomParallelDeltaStepping,1,5,5000,0.3,2,250.506
CustomParallelDeltaStepping,1,6,5000,0.3,2,246.764
CustomParallelDeltaStepping,1,7,5000,0.3,2,231.427
CustomParallelDeltaStepping,1,8,5000,0.3,2,245.288
CustomParallelDeltaStepping,1,1,5000,0.3,4,145.468
CustomParallelDeltaStepping,1,2,5000,0.3,4,170.311
CustomParallelDeltaStepping,1,3,5000,0.3,4,225.171
CustomParallelDeltaStepping,1,4,5000,0.3,4,240.058
CustomParallelDeltaStepping,1,5,5000,0.3,4,247.687
CustomParallelDeltaStepping,1,6,5000,0.3,4,256.952
CustomParallelDeltaStepping,1,7,5000,0.3,4,206.805
CustomParallelDeltaStepping,1,8,5000,0.3,4,257.707
CustomParallelDeltaStepping,1,1,5000,0.3,8,166.713
CustomParallelDeltaStepping,1,2,5000,0.3,8,188.381
CustomParallelDeltaStepping,1,3,5000,0.3,8,253.609
CustomParallelDeltaStepping,1,4,5000,0.3,8,274.302
CustomParallelDeltaStepping,1,5,5000,0.3,8,285.859
