algorithm,parallel,delta,graph_size,graph_density,n_threads,time,n_repeat
ParallelDeltaStepping,1,6,5000,0.3,25,38.786,0
ParallelDeltaStepping,1,8,5000,0.3,25,42.195,0
DeltaStepping,0,1,5000,0.5,1,549.583,0
DeltaStepping,0,2,5000,0.5,1,614.716,0
DeltaStepping,0,4,5000,0.5,1,678.688,0
DeltaStepping,0,6,5000,0.5,1,747.889,0
DeltaStepping,0,8,5000,0.5,1,732.337,0
DijkstraSequential,0,-1,5000,0.5,1,195.605,0
ParallelDeltaStepping,1,1,5000,0.5,2,106.624,0
ParallelDeltaStepping,1,2,5000,0.5,2,125.865,0
ParallelDeltaStepping,1,4,5000,0.5,2,165.899,0
ParallelDeltaStepping,1,6,5000,0.5,2,177.97,0
ParallelDeltaStepping,1,8,5000,0.5,2,197.88,0
ParallelDeltaStepping,1,1,5000,0.5,4,80.005,0
ParallelDeltaStepping,1,2,5000,0.5,4,96.609,0
ParallelDeltaStepping,1,4,5000,0.5,4,98.573,0
ParallelDeltaStepping,1,6,5000,0.5,4,134.029,0
ParallelDeltaStepping,1,8,5000,0.5,4,135.971,0
ParallelDeltaStepping,1,1,5000,0.5,8,55.209,0
ParallelDeltaStepping,1,2,5000,0.5,8,63.82,0
ParallelDeltaStepping,1,4,5000,0.5,8,90.525,0
ParallelDeltaStepping,1,6,5000,0.5,8,89.862,0
ParallelDeltaStepping,1,8,5000,0.5,8,96.087,0
ParallelDeltaStepping,1,1,5000,0.5,12,43.227,0
ParallelDeltaStepping,1,2,5000,0.5,12,51.102,0
ParallelDeltaStepping,1,4,5000,0.5,12,76.08,0
ParallelDeltaStepping,1,6,5000,0.5,12,71.901,0
ParallelDeltaStepping,1,8,5000,0.5,12,77.989,0
ParallelDeltaStepping,1,1,5000,0.5,16,40.49,0
ParallelDeltaStepping,1,2,5000,0.5,16,49.446,0
ParallelDeltaStepping,1,4,5000,0.5,16,74.07,0
ParallelDeltaStepping,1,6,5000,0.5,16,79.239,0
ParallelDeltaStepping,1,8,5000,0.5,16,89.068,0
ParallelDeltaStepping,1,1,5000,0.5,20,43.324,0
ParallelDeltaStepping,1,2,5000,0.5,20,44.491,0
ParallelDeltaStepping,1,4,5000,0.5,20,67.035,0
ParallelDeltaStepping,1,6,5000,0.5,20,71.298,0
ParallelDeltaStepping,1,8,5000,0.5,20,79.033,0
ParallelDeltaStepping,1,1,5000,0.5,24,40.924,0
ParallelDeltaStepping,1,2,5000,0.5,24,45.407,0
ParallelDeltaStepping,1,4,5000,0.5,24,59.044,0
ParallelDeltaStepping,1,6,5000,0.5,24,66.226,0
ParallelDeltaStepping,1,8,5000,0.5,24,73.183,0
ParallelDeltaStepping,1,1,5000,0.5,25,37.734,0
ParallelDeltaStepping,1,2,5000,0.5,25,43.844,0
ParallelDeltaStepping,1,4,5000,0.5,25,57.001,0
ParallelDeltaStepping,1,6,5000,0.5,25,65.684,0
ParallelDeltaStepping,1,8,5000,0.5,25,67.776,0
DeltaStepping,0,1,5000,0.7,1,633.705,0
DeltaStepping,0,2,5000,0.7,1,832.125,0
DeltaStepping,0,4,5000,0.7,1,992.951,0
DeltaStepping,0,6,5000,0.7,1,1044.11,0
DeltaStepping,0,8,5000,0.7,1,981.448,0
DijkstraSequential,0,-1,5000,0.7,1,225.164,0
ParallelDeltaStepping,1,1,5000,0.7,2,119.057,0
ParallelDeltaStepping,1,2,5000,0.7,2,159.558,0
ParallelDeltaStepping,1,4,5000,0.7,2,213.348,0
ParallelDeltaStepping,1,6,5000,0.7,2,209.805,0
ParallelDeltaStepping,1,8,5000,0.7,2,214.071,0
ParallelDeltaStepping,1,1,5000,0.7,4,78.237,0
ParallelDeltaStepping,1,2,5000,0.7,4,92.311,0
ParallelDeltaStepping,1,4,5000,0.7,4,139.874,0
ParallelDeltaStepping,1,6,5000,0.7,4,119.051,0
ParallelDeltaStepping,1,8,5000,0.7,4,134.467,0
ParallelDeltaStepping,1,1,5000,0.7,8,55.688,0
ParallelDeltaStepping,1,2,5000,0.7,8,62.943,0
ParallelDeltaStepping,1,4,5000,0.7,8,93.245,0
ParallelDeltaStepping,1,6,5000,0.7,8,92.699,0
ParallelDeltaStepping,1,8,5000,0.7,8,97.41,0
ParallelDeltaStepping,1,1,5000,0.7,12,44.551,0
ParallelDeltaStepping,1,2,5000,0.7,12,54.99,0
ParallelDeltaStepping,1,4,5000,0.7,12,68.015,0
ParallelDeltaStepping,1,6,5000,0.7,12,77.613,0
ParallelDeltaStepping,1,8,5000,0.7,12,75.745,0
ParallelDeltaStepping,1,1,5000,0.7,16,42.85,0
ParallelDeltaStepping,1,2,5000,0.7,16,63.629,0
ParallelDeltaStepping,1,4,5000,0.7,16,85.245,0
ParallelDeltaStepping,1,6,5000,0.7,16,91.088,0
ParallelDeltaStepping,1,8,5000,0.7,16,94.559,0
ParallelDeltaStepping,1,1,5000,0.7,20,39.28,0
ParallelDeltaStepping,1,2,5000,0.7,20,52.5,0
ParallelDeltaStepping,1,4,5000,0.7,20,67.55,0
ParallelDeltaStepping,1,6,5000,0.7,20,80.188,0
ParallelDeltaStepping,1,8,5000,0.7,20,74.637,0
ParallelDeltaStepping,1,1,5000,0.7,24,37.045,0
ParallelDeltaStepping,1,2,5000,0.7,24,48.37,0
ParallelDeltaStepping,1,4,5000,0.7,24,63.136,0
ParallelDeltaStepping,1,6,5000,0.7,24,68.892,0
ParallelDeltaStepping,1,8,5000,0.7,24,71.12,0
ParallelDeltaStepping,1,1,5000,0.7,25,35.77,0
ParallelDeltaStepping,1,2,5000,0.7,25,51.273,0
ParallelDeltaStepping,1,4,5000,0.7,25,61.93,0
ParallelDeltaStepping,1,6,5000,0.7,25,66.79,0
ParallelDeltaStepping,1,8,5000,0.7,25,85.402,0
DeltaStepping,0,1,5000,0.3,1,267.743,1
DeltaStepping,0,2,5000,0.3,1,359.588,1
DeltaStepping,0,4,5000,0.3,1,375.201,1
DeltaStepping,0,6,5000,0.3,1,426.117,1
DeltaStepping,0,8,5000,0.3,1,444.333,1
DijkstraSequential,0,-1,5000,0.3,1,119.909,1
ParallelDeltaStepping,1,1,5000,0.3,2,63.08,1
ParallelDeltaStepping,1,2,5000,0.3,2,81.47,1
ParallelDeltaStepping,1,4,5000,0.3,2,116.223,1
ParallelDeltaStepping,1,6,5000,0.3,2,117.399,1
ParallelDeltaStepping,1,8,5000,0.3,2,140.581,1
ParallelDeltaStepping,1,1,5000,0.3,4,53.696,1
ParallelDeltaStepping,1,2,5000,0.3,4,70.401,1
ParallelDeltaStepping,1,4,5000,0.3,4,79.041,1
ParallelDeltaStepping,1,6,5000,0.3,4,97.049,1
ParallelDeltaStepping,1,8,5000,0.3,4,103.418,1
ParallelDeltaStepping,1,1,5000,0.3,8,40.904,1
ParallelDeltaStepping,1,2,5000,0.3,8,45.66,1
ParallelDeltaStepping,1,4,5000,0.3,8,57.912,1
ParallelDeltaStepping,1,6,5000,0.3,8,67.467,1
ParallelDeltaStepping,1,8,5000,0.3,8,70.342,1
ParallelDeltaStepping,1,1,5000,0.3,12,32.975,1
ParallelDeltaStepping,1,2,5000,0.3,12,33.49,1
ParallelDeltaStepping,1,4,5000,0.3,12,44.755,1
ParallelDeltaStepping,1,6,5000,0.3,12,55.889,1
ParallelDeltaStepping,1,8,5000,0.3,12,55.581,1
ParallelDeltaStepping,1,1,5000,0.3,16,31.341,1
ParallelDeltaStepping,1,2,5000,0.3,16,37.131,1
ParallelDeltaStepping,1,4,5000,0.3,16,43.054,1
ParallelDeltaStepping,1,6,5000,0.3,16,52.56,1
ParallelDeltaStepping,1,8,5000,0.3,16,54.867,1
ParallelDeltaStepping,1,1,5000,0.3,20,28.1,1
ParallelDeltaStepping,1,2,5000,0.3,20,31.565,1
ParallelDeltaStepping,1,4,5000,0.3,20,38.395,1
ParallelDeltaStepping,1,6,5000,0.3,20,45.019,1
ParallelDeltaStepping,1,8,5000,0.3,20,48.132,1
ParallelDeltaStepping,1,1,5000,0.3,24,24.585,1
ParallelDeltaStepping,1,2,5000,0.3,24,27.678,1
ParallelDeltaStepping,1,4,5000,0.3,24,34.012,1
ParallelDeltaStepping,1,6,5000,0.3,24,40.147,1
ParallelDeltaStepping,1,8,5000,0.3,24,44.367,1
ParallelDeltaStepping,1,1,5000,0.3,25,23.823,1
ParallelDeltaStepping,1,2,5000,0.3,25,28.024,1
ParallelDeltaStepping,1,4,5000,0.3,25,33.789,1
ParallelDeltaStepping,1,6,5000,0.3,25,39.415,1
ParallelDeltaStepping,1,8,5000,0.3,25,43.814,1
DeltaStepping,0,1,5000,0.5,1,495.375,1
DeltaStepping,0,2,5000,0.5,1,601.367,1
DeltaStepping,0,4,5000,0.5,1,690.727,1
DeltaStepping,0,6,5000,0.5,1,757.232,1
DeltaStepping,0,8,5000,0.5,1,744.765,1
DijkstraSequential,0,-1,5000,0.5,1,198.793,1
ParallelDeltaStepping,1,1,5000,0.5,2,95.181,1
ParallelDeltaStepping,1,2,5000,0.5,2,118.73,1
ParallelDeltaStepping,1,4,5000,0.5,2,157.224,1
ParallelDeltaStepping,1,6,5000,0.5,2,182.801,1
ParallelDeltaStepping,1,8,5000,0.5,2,179.421,1
ParallelDeltaStepping,1,1,5000,0.5,4,65.317,1
ParallelDeltaStepping,1,2,5000,0.5,4,91.267,1
ParallelDeltaStepping,1,4,5000,0.5,4,126.14,1
ParallelDeltaStepping,1,6,5000,0.5,4,139.152,1
ParallelDeltaStepping,1,8,5000,0.5,4,135.988,1
ParallelDeltaStepping,1,1,5000,0.5,8,58.706,1
ParallelDeltaStepping,1,2,5000,0.5,8,65.643,1
ParallelDeltaStepping,1,4,5000,0.5,8,75.533,1
ParallelDeltaStepping,1,6,5000,0.5,8,88.3,1
ParallelDeltaStepping,1,8,5000,0.5,8,95.117,1
ParallelDeltaStepping,1,1,5000,0.5,12,48.163,1
ParallelDeltaStepping,1,2,5000,0.5,12,53.008,1
ParallelDeltaStepping,1,4,5000,0.5,12,60.89,1
ParallelDeltaStepping,1,6,5000,0.5,12,79.322,1
ParallelDeltaStepping,1,8,5000,0.5,12,76.337,1
ParallelDeltaStepping,1,1,5000,0.5,16,43.272,1
ParallelDeltaStepping,1,2,5000,0.5,16,57.271,1
ParallelDeltaStepping,1,4,5000,0.5,16,69.409,1
ParallelDeltaStepping,1,6,5000,0.5,16,85.178,1
ParallelDeltaStepping,1,8,5000,0.5,16,88.461,1
ParallelDeltaStepping,1,1,5000,0.5,20,39.697,1
ParallelDeltaStepping,1,2,5000,0.5,20,47.889,1
ParallelDeltaStepping,1,4,5000,0.5,20,63.269,1
ParallelDeltaStepping,1,6,5000,0.5,20,76.635,1
ParallelDeltaStepping,1,8,5000,0.5,20,75.602,1
ParallelDeltaStepping,1,1,5000,0.5,24,36.34,1
ParallelDeltaStepping,1,2,5000,0.5,24,43.112,1
ParallelDeltaStepping,1,4,5000,0.5,24,61.253,1
ParallelDeltaStepping,1,6,5000,0.5,24,63.833,1
ParallelDeltaStepping,1,8,5000,0.5,24,69.03,1
ParallelDeltaStepping,1,1,5000,0.5,25,39.602,1
ParallelDeltaStepping,1,2,5000,0.5,25,45.136,1
ParallelDeltaStepping,1,4,5000,0.5,25,55.655,1
ParallelDeltaStepping,1,6,5000,0.5,25,63.63,1
ParallelDeltaStepping,1,8,5000,0.5,25,65.9,1
DeltaStepping,0,1,5000,0.7,1,649.827,1
DeltaStepping,0,2,5000,0.7,1,817.828,1
DeltaStepping,0,4,5000,0.7,1,1014.18,1
DeltaStepping,0,6,5000,0.7,1,970.187,1
DeltaStepping,0,8,5000,0.7,1,922.368,1
DijkstraSequential,0,-1,5000,0.7,1,247.835,1
ParallelDeltaStepping,1,1,5000,0.7,2,113.138,1
ParallelDeltaStepping,1,2,5000,0.7,2,161.87,1
ParallelDeltaStepping,1,4,5000,0.7,2,185.723,1
ParallelDeltaStepping,1,6,5000,0.7,2,185.902,1
ParallelDeltaStepping,1,8,5000,0.7,2,199.311,1
ParallelDeltaStepping,1,1,5000,0.7,4,75.675,1
ParallelDeltaStepping,1,2,5000,0.7,4,125.752,1
ParallelDeltaStepping,1,4,5000,0.7,4,117.233,1
ParallelDeltaStepping,1,6,5000,0.7,4,143.02,1
ParallelDeltaStepping,1,8,5000,0.7,4,138.192,1
ParallelDeltaStepping,1,1,5000,0.7,8,55.691,1
ParallelDeltaStepping,1,2,5000,0.7,8,66.83,1
ParallelDeltaStepping,1,4,5000,0.7,8,90.899,1
ParallelDeltaStepping,1,6,5000,0.7,8,91.334,1
ParallelDeltaStepping,1,8,5000,0.7,8,104.931,1
ParallelDeltaStepping,1,1,5000,0.7,12,45.015,1
ParallelDeltaStepping,1,2,5000,0.7,12,53.74,1
ParallelDeltaStepping,1,4,5000,0.7,12,71.315,1
ParallelDeltaStepping,1,6,5000,0.7,12,73.478,1
ParallelDeltaStepping,1,8,5000,0.7,12,84.284,1
ParallelDeltaStepping,1,1,5000,0.7,16,40.707,1
ParallelDeltaStepping,1,2,5000,0.7,16,57.575,1
ParallelDeltaStepping,1,4,5000,0.7,16,74.227,1
ParallelDeltaStepping,1,6,5000,0.7,16,83.931,1
ParallelDeltaStepping,1,8,5000,0.7,16,84.525,1
ParallelDeltaStepping,1,1,5000,0.7,20,39.725,1
ParallelDeltaStepping,1,2,5000,0.7,20,51.586,1
ParallelDeltaStepping,1,4,5000,0.7,20,67.89,1
ParallelDeltaStepping,1,6,5000,0.7,20,73.869,1
ParallelDeltaStepping,1,8,5000,0.7,20,79.902,1
ParallelDeltaStepping,1,1,5000,0.7,24,36.588,1
ParallelDeltaStepping,1,2,5000,0.7,24,47.764,1
ParallelDeltaStepping,1,4,5000,0.7,24,61.851,1
ParallelDeltaStepping,1,6,5000,0.7,24,68.472,1
ParallelDeltaStepping,1,8,5000,0.7,24,73.662,1
ParallelDeltaStepping,1,1,5000,0.7,25,36.579,1
ParallelDeltaStepping,1,2,5000,0.7,25,47.012,1
ParallelDeltaStepping,1,4,5000,0.7,25,59.204,1
ParallelDeltaStepping,1,6,5000,0.7,25,65.117,1
ParallelDeltaStepping,1,8,5000,0.7,25,70.093,1
DeltaStepping,0,1,5000,0.3,1,290.038,2
DeltaStepping,0,2,5000,0.3,1,367.451,2
DeltaStepping,0,4,5000,0.3,1,382.591,2
DeltaStepping,0,6,5000,0.3,1,402.023,2
DeltaStepping,0,8,5000,0.3,1,438.513,2
DijkstraSequential,0,-1,5000,0.3,1,123.504,2
ParallelDeltaStepping,1,1,5000,0.3,2,71.179,2
ParallelDeltaStepping,1,2,5000,0.3,2,89.358,2
ParallelDeltaStepping,1,4,5000,0.3,2,119.553,2
ParallelDeltaStepping,1,6,5000,0.3,2,124.729,2
ParallelDeltaStepping,1,8,5000,0.3,2,146.591,2
ParallelDeltaStepping,1,1,5000,0.3,4,49.616,2
ParallelDeltaStepping,1,2,5000,0.3,4,67.01,2
ParallelDeltaStepping,1,4,5000,0.3,4,82.068,2
ParallelDeltaStepping,1,6,5000,0.3,4,102.428,2
ParallelDeltaStepping,1,8,5000,0.3,4,108.7,2
ParallelDeltaStepping,1,1,5000,0.3,8,40.805,2
ParallelDeltaStepping,1,2,5000,0.3,8,47.579,2
ParallelDeltaStepping,1,4,5000,0.3,8,67.094,2
ParallelDeltaStepping,1,6,5000,0.3,8,54.409,2
ParallelDeltaStepping,1,8,5000,0.3,8,68.415,2
ParallelDeltaStepping,1,1,5000,0.3,12,31.332,2
ParallelDeltaStepping,1,2,5000,0.3,12,40.69,2
ParallelDeltaStepping,1,4,5000,0.3,12,47.939,2
ParallelDeltaStepping,1,6,5000,0.3,12,50.622,2
ParallelDeltaStepping,1,8,5000,0.3,12,52.202,2
ParallelDeltaStepping,1,1,5000,0.3,16,29.425,2
ParallelDeltaStepping,1,2,5000,0.3,16,35.557,2
ParallelDeltaStepping,1,4,5000,0.3,16,44.195,2
ParallelDeltaStepping,1,6,5000,0.3,16,51.337,2
ParallelDeltaStepping,1,8,5000,0.3,16,56.609,2
ParallelDeltaStepping,1,1,5000,0.3,20,26.176,2
ParallelDeltaStepping,1,2,5000,0.3,20,31.402,2
ParallelDeltaStepping,1,4,5000,0.3,20,39.59,2
ParallelDeltaStepping,1,6,5000,0.3,20,45.498,2
ParallelDeltaStepping,1,8,5000,0.3,20,49.263,2
ParallelDeltaStepping,1,1,5000,0.3,24,23.932,2
ParallelDeltaStepping,1,2,5000,0.3,24,29.2,2
ParallelDeltaStepping,1,4,5000,0.3,24,35.846,2
ParallelDeltaStepping,1,6,5000,0.3,24,41.796,2
ParallelDeltaStepping,1,8,5000,0.3,24,44.34,2
ParallelDeltaStepping,1,1,5000,0.3,25,23.653,2
ParallelDeltaStepping,1,2,5000,0.3,25,30.066,2
ParallelDeltaStepping,1,4,5000,0.3,25,33.984,2
ParallelDeltaStepping,1,6,5000,0.3,25,40.004,2
ParallelDeltaStepping,1,8,5000,0.3,25,43.282,2
DeltaStepping,0,1,5000,0.5,1,516.135,2
DeltaStepping,0,2,5000,0.5,1,589.266,2
DeltaStepping,0,4,5000,0.5,1,656.33,2
DeltaStepping,0,6,5000,0.5,1,735.425,2
DeltaStepping,0,8,5000,0.5,1,740.875,2
DijkstraSequential,0,-1,5000,0.5,1,195.485,2
ParallelDeltaStepping,1,1,5000,0.5,2,96.347,2
ParallelDeltaStepping,1,2,5000,0.5,2,120.649,2
ParallelDeltaStepping,1,4,5000,0.5,2,152.859,2
ParallelDeltaStepping,1,6,5000,0.5,2,172.213,2
ParallelDeltaStepping,1,8,5000,0.5,2,179.566,2
ParallelDeltaStepping,1,1,5000,0.5,4,70.895,2
ParallelDeltaStepping,1,2,5000,0.5,4,87.026,2
ParallelDeltaStepping,1,4,5000,0.5,4,101.602,2
ParallelDeltaStepping,1,6,5000,0.5,4,125.369,2
ParallelDeltaStepping,1,8,5000,0.5,4,133.519,2
ParallelDeltaStepping,1,1,5000,0.5,8,48.276,2
ParallelDeltaStepping,1,2,5000,0.5,8,54.19,2
ParallelDeltaStepping,1,4,5000,0.5,8,68.444,2
ParallelDeltaStepping,1,6,5000,0.5,8,69.659,2
ParallelDeltaStepping,1,8,5000,0.5,8,89.421,2
ParallelDeltaStepping,1,1,5000,0.5,12,47.708,2
ParallelDeltaStepping,1,2,5000,0.5,12,50.053,2
ParallelDeltaStepping,1,4,5000,0.5,12,73.98,2
ParallelDeltaStepping,1,6,5000,0.5,12,73.308,2
ParallelDeltaStepping,1,8,5000,0.5,12,79.822,2
ParallelDeltaStepping,1,1,5000,0.5,16,43.175,2
ParallelDeltaStepping,1,2,5000,0.5,16,56.719,2
ParallelDeltaStepping,1,4,5000,0.5,16,74.66,2
ParallelDeltaStepping,1,6,5000,0.5,16,87.942,2
ParallelDeltaStepping,1,8,5000,0.5,16,82.594,2
ParallelDeltaStepping,1,1,5000,0.5,20,37.36,2
ParallelDeltaStepping,1,2,5000,0.5,20,48.283,2
ParallelDeltaStepping,1,4,5000,0.5,20,58.237,2
ParallelDeltaStepping,1,6,5000,0.5,20,66.667,2
ParallelDeltaStepping,1,8,5000,0.5,20,74.928,2
ParallelDeltaStepping,1,1,5000,0.5,24,34.059,2
ParallelDeltaStepping,1,2,5000,0.5,24,41.417,2
ParallelDeltaStepping,1,4,5000,0.5,24,55.94,2
ParallelDeltaStepping,1,6,5000,0.5,24,62.864,2
ParallelDeltaStepping,1,8,5000,0.5,24,68,2
ParallelDeltaStepping,1,1,5000,0.5,25,34.601,2
ParallelDeltaStepping,1,2,5000,0.5,25,39.237,2
ParallelDeltaStepping,1,4,5000,0.5,25,53.557,2
ParallelDeltaStepping,1,6,5000,0.5,25,62.796,2
ParallelDeltaStepping,1,8,5000,0.5,25,65.123,2
DeltaStepping,0,1,5000,0.7,1,667.187,2
DeltaStepping,0,2,5000,0.7,1,829.41,2
DeltaStepping,0,4,5000,0.7,1,1038.41,2
DeltaStepping,0,6,5000,0.7,1,1020.42,2
DeltaStepping,0,8,5000,0.7,1,970.452,2
DijkstraSequential,0,-1,5000,0.7,1,247.605,2
ParallelDeltaStepping,1,1,5000,0.7,2,111.163,2
ParallelDeltaStepping,1,2,5000,0.7,2,159.057,2
ParallelDeltaStepping,1,4,5000,0.7,2,202.919,2
ParallelDeltaStepping,1,6,5000,0.7,2,214.358,2
ParallelDeltaStepping,1,8,5000,0.7,2,206.323,2
ParallelDeltaStepping,1,1,5000,0.7,4,87.621,2
ParallelDeltaStepping,1,2,5000,0.7,4,114.42,2
ParallelDeltaStepping,1,4,5000,0.7,4,144.898,2
ParallelDeltaStepping,1,6,5000,0.7,4,166.423,2
ParallelDeltaStepping,1,8,5000,0.7,4,155.856,2
ParallelDeltaStepping,1,1,5000,0.7,8,55.799,2
ParallelDeltaStepping,1,2,5000,0.7,8,78.308,2
ParallelDeltaStepping,1,4,5000,0.7,8,94.43,2
ParallelDeltaStepping,1,6,5000,0.7,8,92.666,2
ParallelDeltaStepping,1,8,5000,0.7,8,99.592,2
ParallelDeltaStepping,1,1,5000,0.7,12,45.752,2
ParallelDeltaStepping,1,2,5000,0.7,12,58.564,2
ParallelDeltaStepping,1,4,5000,0.7,12,71.419,2
ParallelDeltaStepping,1,6,5000,0.7,12,70,2
ParallelDeltaStepping,1,8,5000,0.7,12,75.982,2
ParallelDeltaStepping,1,1,5000,0.7,16,44.24,2
ParallelDeltaStepping,1,2,5000,0.7,16,58.061,2
ParallelDeltaStepping,1,4,5000,0.7,16,76.126,2
ParallelDeltaStepping,1,6,5000,0.7,16,80.949,2
ParallelDeltaStepping,1,8,5000,0.7,16,84.704,2
ParallelDeltaStepping,1,1,5000,0.7,20,37.641,2
ParallelDeltaStepping,1,2,5000,0.7,20,51.777,2
ParallelDeltaStepping,1,4,5000,0.7,20,65.765,2
ParallelDeltaStepping,1,6,5000,0.7,20,70.786,2
ParallelDeltaStepping,1,8,5000,0.7,20,74.64,2
ParallelDeltaStepping,1,1,5000,0.7,24,36.653,2
ParallelDeltaStepping,1,2,5000,0.7,24,47.294,2
ParallelDeltaStepping,1,4,5000,0.7,24,61.911,2
ParallelDeltaStepping,1,6,5000,0.7,24,66.04,2
ParallelDeltaStepping,1,8,5000,0.7,24,70.037,2
ParallelDeltaStepping,1,1,5000,0.7,25,35.755,2
ParallelDeltaStepping,1,2,5000,0.7,25,45.988,2
ParallelDeltaStepping,1,4,5000,0.7,25,59.941,2
ParallelDeltaStepping,1,6,5000,0.7,25,65.222,2
ParallelDeltaStepping,1,8,5000,0.7,25,67.568,2
