algorithm,parallel,delta,graph_size,graph_density,n_threads,time,n_repeat
ParallelDeltaStepping,1,6,10000,0.5,25,192.6,0
ParallelDeltaStepping,1,8,10000,0.5,25,197.529,0
DeltaStepping,0,1,10000,0.7,1,2879.66,0
DeltaStepping,0,2,10000,0.7,1,3832.6,0
DeltaStepping,0,4,10000,0.7,1,3919.34,0
DeltaStepping,0,6,10000,0.7,1,3668.12,0
DeltaStepping,0,8,10000,0.7,1,3194.99,0
DijkstraSequential,0,-1,10000,0.7,1,974.81,0
ParallelDeltaStepping,1,1,10000,0.7,2,441.673,0
ParallelDeltaStepping,1,2,10000,0.7,2,592.551,0
ParallelDeltaStepping,1,4,10000,0.7,2,820.719,0
ParallelDeltaStepping,1,6,10000,0.7,2,765.52,0
ParallelDeltaStepping,1,8,10000,0.7,2,730.478,0
ParallelDeltaStepping,1,1,10000,0.7,4,272.027,0
ParallelDeltaStepping,1,2,10000,0.7,4,365.418,0
ParallelDeltaStepping,1,4,10000,0.7,4,401.091,0
ParallelDeltaStepping,1,6,10000,0.7,4,426.607,0
ParallelDeltaStepping,1,8,10000,0.7,4,421.186,0
ParallelDeltaStepping,1,1,10000,0.7,8,176.546,0
ParallelDeltaStepping,1,2,10000,0.7,8,253.176,0
ParallelDeltaStepping,1,4,10000,0.7,8,280.37,0
ParallelDeltaStepping,1,6,10000,0.7,8,303.362,0
ParallelDeltaStepping,1,8,10000,0.7,8,264.85,0
ParallelDeltaStepping,1,1,10000,0.7,12,158.057,0
ParallelDeltaStepping,1,2,10000,0.7,12,216.794,0
ParallelDeltaStepping,1,4,10000,0.7,12,248.625,0
ParallelDeltaStepping,1,6,10000,0.7,12,273.338,0
ParallelDeltaStepping,1,8,10000,0.7,12,256.667,0
ParallelDeltaStepping,1,1,10000,0.7,16,157.217,0
ParallelDeltaStepping,1,2,10000,0.7,16,209.694,0
ParallelDeltaStepping,1,4,10000,0.7,16,243.055,0
ParallelDeltaStepping,1,6,10000,0.7,16,248.49,0
ParallelDeltaStepping,1,8,10000,0.7,16,241.669,0
ParallelDeltaStepping,1,1,10000,0.7,20,152.004,0
ParallelDeltaStepping,1,2,10000,0.7,20,207.556,0
ParallelDeltaStepping,1,4,10000,0.7,20,238.431,0
ParallelDeltaStepping,1,6,10000,0.7,20,251.286,0
ParallelDeltaStepping,1,8,10000,0.7,20,219.035,0
ParallelDeltaStepping,1,1,10000,0.7,24,130.255,0
ParallelDeltaStepping,1,2,10000,0.7,24,186.068,0
ParallelDeltaStepping,1,4,10000,0.7,24,214.026,0
ParallelDeltaStepping,1,6,10000,0.7,24,227.133,0
