algorithm,parallel,delta,graph_size,graph_density,n_threads,time,n_repeat
DeltaStepping,0,1,7500,0.3,1,709.558,0
DeltaStepping,0,2,7500,0.3,1,797.041,0
DeltaStepping,0,4,7500,0.3,1,954.775,0
DeltaStepping,0,6,7500,0.3,1,1122.35,0
DeltaStepping,0,8,7500,0.3,1,1198.86,0
DijkstraSequential,0,-1,7500,0.3,1,258.342,0
ParallelDeltaStepping,1,1,7500,0.3,2,123.663,0
ParallelDeltaStepping,1,2,7500,0.3,2,152.331,0
ParallelDeltaStepping,1,4,7500,0.3,2,219.567,0
ParallelDeltaStepping,1,6,7500,0.3,2,245.659,0
ParallelDeltaStepping,1,8,7500,0.3,2,254.04,0
ParallelDeltaStepping,1,1,7500,0.3,4,90.503,0
ParallelDeltaStepping,1,2,7500,0.3,4,122.644,0
ParallelDeltaStepping,1,4,7500,0.3,4,136.625,0
ParallelDeltaStepping,1,6,7500,0.3,4,163.96,0
ParallelDeltaStepping,1,8,7500,0.3,4,162.353,0
ParallelDeltaStepping,1,1,7500,0.3,8,66.669,0
ParallelDeltaStepping,1,2,7500,0.3,8,76.431,0
ParallelDeltaStepping,1,4,7500,0.3,8,94.5,0
ParallelDeltaStepping,1,6,7500,0.3,8,99.457,0
ParallelDeltaStepping,1,8,7500,0.3,8,120.29,0
ParallelDeltaStepping,1,1,7500,0.3,12,59.123,0
ParallelDeltaStepping,1,2,7500,0.3,12,62.743,0
ParallelDeltaStepping,1,4,7500,0.3,12,80.239,0
ParallelDeltaStepping,1,6,7500,0.3,12,94.684,0
ParallelDeltaStepping,1,8,7500,0.3,12,105.043,0
ParallelDeltaStepping,1,1,7500,0.3,16,63.99,0
ParallelDeltaStepping,1,2,7500,0.3,16,61.058,0
ParallelDeltaStepping,1,4,7500,0.3,16,81.172,0
ParallelDeltaStepping,1,6,7500,0.3,16,103.937,0
ParallelDeltaStepping,1,8,7500,0.3,16,117.497,0
ParallelDeltaStepping,1,1,7500,0.3,20,56.646,0
ParallelDeltaStepping,1,2,7500,0.3,20,55.453,0
ParallelDeltaStepping,1,4,7500,0.3,20,72.682,0
ParallelDeltaStepping,1,6,7500,0.3,20,84.009,0
ParallelDeltaStepping,1,8,7500,0.3,20,94.879,0
ParallelDeltaStepping,1,1,7500,0.3,24,51.278,0
ParallelDeltaStepping,1,2,7500,0.3,24,53.314,0
ParallelDeltaStepping,1,4,7500,0.3,24,68.96,0
ParallelDeltaStepping,1,6,7500,0.3,24,77.13,0
ParallelDeltaStepping,1,8,7500,0.3,24,84.499,0
ParallelDeltaStepping,1,1,7500,0.3,25,51.185,0
ParallelDeltaStepping,1,2,7500,0.3,25,50.02,0
ParallelDeltaStepping,1,4,7500,0.3,25,64.284,0
ParallelDeltaStepping,1,6,7500,0.3,25,74.747,0
ParallelDeltaStepping,1,8,7500,0.3,25,80.367,0
DeltaStepping,0,1,7500,0.5,1,1145.35,0
DeltaStepping,0,2,7500,0.5,1,1416.67,0
DeltaStepping,0,4,7500,0.5,1,1811.09,0
DeltaStepping,0,6,7500,0.5,1,1857.47,0
DeltaStepping,0,8,7500,0.5,1,1794.23,0
DijkstraSequential,0,-1,7500,0.5,1,393.957,0
ParallelDeltaStepping,1,1,7500,0.5,2,183.149,0
ParallelDeltaStepping,1,2,7500,0.5,2,240.422,0
ParallelDeltaStepping,1,4,7500,0.5,2,301.091,0
ParallelDeltaStepping,1,6,7500,0.5,2,325.745,0
ParallelDeltaStepping,1,8,7500,0.5,2,333.019,0
ParallelDeltaStepping,1,1,7500,0.5,4,109.747,0
ParallelDeltaStepping,1,2,7500,0.5,4,174.185,0
ParallelDeltaStepping,1,4,7500,0.5,4,194.941,0
ParallelDeltaStepping,1,6,7500,0.5,4,207.969,0
ParallelDeltaStepping,1,8,7500,0.5,4,222.903,0
ParallelDeltaStepping,1,1,7500,0.5,8,86.977,0
ParallelDeltaStepping,1,2,7500,0.5,8,114.656,0
ParallelDeltaStepping,1,4,7500,0.5,8,140.707,0
ParallelDeltaStepping,1,6,7500,0.5,8,141.211,0
ParallelDeltaStepping,1,8,7500,0.5,8,154.269,0
ParallelDeltaStepping,1,1,7500,0.5,12,71.044,0
ParallelDeltaStepping,1,2,7500,0.5,12,87.492,0
